DeviceSerialNumber,SensorType,Unit,Status,Date,Value
CA21101010-04,Temperature,oC,Good,2021-12-01T3:25,27
CA21101009-03,Light,Lux,Good,2021-12-01T3:25,565
CA21101010-04,Humidity,%,Good,2021-12-01T3:25,73
CA21101011-05,Humidity,%,Good,2021-12-01T3:25,74
CA21101012-06,Velocity,m/s,Good,2021-12-01T3:25,0
CA21101012-06,Humidity,%,Good,2021-12-01T3:25,75
CA21101012-06,Temperature,oC,Good,2021-12-01T3:25,27
CA21101011-05,TVOC,ppm,Good,2021-12-01T3:25,60
CA21101011-05,Velocity,m/s,Good,2021-12-01T3:25,1
CA21101011-05,Light,Lux,Good,2021-12-01T3:25,371
CA21101012-06,Light,Lux,Good,2021-12-01T3:25,483
CA21101011-05,pH,pH,Good,2021-12-01T3:25,8
CA21101012-06,pH,pH,Good,2021-12-01T3:25,6
CA21101012-06,TVOC,ppm,Good,2021-12-01T3:25,32
FH21101006,Temperature,oC,Good,2021-12-01T3:30,27
FH21101005,Light,Lux,Good,2021-12-01T3:30,524
FH21101006,TVOC,ppm,Good,2021-12-01T3:30,58
FH21101005,Humidity,%,Good,2021-12-01T3:30,73
FH21101006,Velocity,m/s,Good,2021-12-01T3:30,1
FH21101005,TVOC,ppm,Good,2021-12-01T3:30,41
FH21101006,Humidity,%,Good,2021-12-01T3:30,72
FH21101005,pH,pH,Good,2021-12-01T3:30,7
FH21101005,Temperature,oC,Good,2021-12-01T3:30,25
FH21101007,Light,Lux,Good,2021-12-01T3:30,343
FH21101006,Light,Lux,Good,2021-12-01T3:30,593
FH21101007,pH,pH,Good,2021-12-01T3:30,6
FH21101007,TVOC,ppm,Good,2021-12-01T3:30,57
FH21101007,Temperature,oC,Good,2021-12-01T3:30,26
FH21101006,pH,pH,Good,2021-12-01T3:30,6
FH21101007,Humidity,%,Good,2021-12-01T3:30,69
FH21101008,Humidity,%,Good,2021-12-01T3:30,72
FH21101008,Temperature,oC,Good,2021-12-01T3:30,26
FH21101007,Velocity,m/s,Good,2021-12-01T3:30,1
CA21101007-01,TVOC,ppm,Good,2021-12-01T3:30,50
CA21101007-01,Velocity,m/s,Good,2021-12-01T3:30,1
FH21101008,TVOC,ppm,Good,2021-12-01T3:30,57
FH21101008,Velocity,m/s,Good,2021-12-01T3:30,0
CA21101007-01,Light,Lux,Good,2021-12-01T3:30,384
FH21101008,pH,pH,Good,2021-12-01T3:30,7
CA21101007-01,Humidity,%,Good,2021-12-01T3:30,71
CA21101007-01,Temperature,oC,Good,2021-12-01T3:30,27
CA21101007-01,pH,pH,Good,2021-12-01T3:30,5
FH21101008,Light,Lux,Good,2021-12-01T3:30,439
CA21101008-02,TVOC,ppm,Good,2021-12-01T3:30,27
CA21101009-03,Velocity,m/s,Good,2021-12-01T3:30,0
CA21101008-02,Humidity,%,Good,2021-12-01T3:30,70
CA21101008-02,Temperature,oC,Good,2021-12-01T3:30,27
CA21101009-03,TVOC,ppm,Good,2021-12-01T3:30,45
CA21101008-02,Velocity,m/s,Good,2021-12-01T3:30,0
CA21101009-03,Humidity,%,Good,2021-12-01T3:30,73
CA21101008-02,Light,Lux,Good,2021-12-01T3:30,324
CA21101008-02,pH,pH,Good,2021-12-01T3:30,6
CA21101009-03,Temperature,oC,Good,2021-12-01T3:30,26
CA21101009-03,pH,pH,Good,2021-12-01T3:30,7
CA21101009-03,Light,Lux,Good,2021-12-01T3:30,519
CA21101010-04,Temperature,oC,Good,2021-12-01T3:30,25
CA21101010-04,Humidity,%,Good,2021-12-01T3:30,70
CA21101010-04,Velocity,m/s,Good,2021-12-01T3:30,1
CA21101010-04,Light,Lux,Good,2021-12-01T3:30,306
CA21101011-05,Temperature,oC,Good,2021-12-01T3:30,27
CA21101011-05,Humidity,%,Good,2021-12-01T3:30,72
CA21101010-04,TVOC,ppm,Good,2021-12-01T3:30,43
CA21101010-04,pH,pH,Good,2021-12-01T3:30,5
CA21101012-06,Humidity,%,Good,2021-12-01T3:30,75
CA21101011-05,Velocity,m/s,Good,2021-12-01T3:30,0
CA21101012-06,Temperature,oC,Good,2021-12-01T3:30,26
CA21101011-05,Light,Lux,Good,2021-12-01T3:30,301
CA21101011-05,pH,pH,Good,2021-12-01T3:30,5
CA21101011-05,TVOC,ppm,Good,2021-12-01T3:30,45
CA21101012-06,Velocity,m/s,Good,2021-12-01T3:30,1
CA21101012-06,pH,pH,Good,2021-12-01T3:30,6
FH21101005,Velocity,m/s,Good,2021-12-01T3:30,1
CA21101012-06,TVOC,ppm,Good,2021-12-01T3:30,28
CA21101012-06,Light,Lux,Good,2021-12-01T3:30,352
FH21101006,TVOC,ppm,Good,2021-12-01T3:35,26
FH21101006,Humidity,%,Good,2021-12-01T3:35,72
FH21101005,pH,pH,Good,2021-12-01T3:35,6
FH21101006,Velocity,m/s,Good,2021-12-01T3:35,0
FH21101005,Velocity,m/s,Good,2021-12-01T3:35,1
FH21101006,Temperature,oC,Good,2021-12-01T3:35,25
FH21101005,Humidity,%,Good,2021-12-01T3:35,73
FH21101005,Light,Lux,Good,2021-12-01T3:35,408
FH21101005,Temperature,oC,Good,2021-12-01T3:35,26
FH21101005,TVOC,ppm,Good,2021-12-01T3:35,38
FH21101008,Temperature,oC,Good,2021-12-01T3:35,25
FH21101007,Temperature,oC,Good,2021-12-01T3:35,26
FH21101007,pH,pH,Good,2021-12-01T3:35,5
FH21101007,Velocity,m/s,Good,2021-12-01T3:35,1
FH21101006,Light,Lux,Good,2021-12-01T3:35,355
FH21101007,Humidity,%,Good,2021-12-01T3:35,69
FH21101006,pH,pH,Good,2021-12-01T3:35,5
FH21101008,Humidity,%,Good,2021-12-01T3:35,68
FH21101007,Light,Lux,Good,2021-12-01T3:35,323
FH21101007,TVOC,ppm,Good,2021-12-01T3:35,29
CA21101007-01,Humidity,%,Good,2021-12-01T3:35,71
FH21101008,Light,Lux,Good,2021-12-01T3:35,552
FH21101008,pH,pH,Good,2021-12-01T3:35,7
CA21101007-01,pH,pH,Good,2021-12-01T3:35,6
CA21101007-01,Temperature,oC,Good,2021-12-01T3:35,25
CA21101007-01,Velocity,m/s,Good,2021-12-01T3:35,1
FH21101008,TVOC,ppm,Good,2021-12-01T3:35,45
CA21101007-01,Light,Lux,Good,2021-12-01T3:35,439
CA21101007-01,TVOC,ppm,Good,2021-12-01T3:35,50
FH21101008,Velocity,m/s,Good,2021-12-01T3:35,1
CA21101009-03,Temperature,oC,Good,2021-12-01T3:35,25
CA21101008-02,pH,pH,Good,2021-12-01T3:35,7
CA21101008-02,Temperature,oC,Good,2021-12-01T3:35,26
CA21101008-02,TVOC,ppm,Good,2021-12-01T3:35,39
CA21101008-02,Velocity,m/s,Good,2021-12-01T3:35,0
CA21101008-02,Humidity,%,Good,2021-12-01T3:35,71
CA21101009-03,Humidity,%,Good,2021-12-01T3:35,73
CA21101008-02,Light,Lux,Good,2021-12-01T3:35,394
CA21101009-03,Velocity,m/s,Good,2021-12-01T3:35,1
CA21101009-03,TVOC,ppm,Good,2021-12-01T3:35,47
CA21101009-03,pH,pH,Good,2021-12-01T3:35,7
CA21101009-03,Light,Lux,Good,2021-12-01T3:35,536
CA21101010-04,Humidity,%,Good,2021-12-01T3:35,73
CA21101011-05,Temperature,oC,Good,2021-12-01T3:35,25
CA21101011-05,Humidity,%,Good,2021-12-01T3:35,70
CA21101010-04,Light,Lux,Good,2021-12-01T3:35,423
CA21101010-04,pH,pH,Good,2021-12-01T3:35,5
CA21101010-04,TVOC,ppm,Good,2021-12-01T3:35,33
CA21101010-04,Temperature,oC,Good,2021-12-01T3:35,26
CA21101010-04,Velocity,m/s,Good,2021-12-01T3:35,1
CA21101011-05,pH,pH,Good,2021-12-01T3:35,7
CA21101012-06,TVOC,ppm,Good,2021-12-01T3:35,58
CA21101011-05,Velocity,m/s,Good,2021-12-01T3:35,0
CA21101012-06,Humidity,%,Good,2021-12-01T3:35,73
CA21101011-05,Light,Lux,Good,2021-12-01T3:35,552
CA21101012-06,Velocity,m/s,Good,2021-12-01T3:35,0
CA21101011-05,TVOC,ppm,Good,2021-12-01T3:35,31
CA21101012-06,pH,pH,Good,2021-12-01T3:35,7
CA21101012-06,Light,Lux,Good,2021-12-01T3:35,348
CA21101012-06,Temperature,oC,Good,2021-12-01T3:35,27
FH21101005,pH,pH,Good,2021-12-01T3:40,6
FH21101006,Humidity,%,Good,2021-12-01T3:40,73
FH21101005,Light,Lux,Good,2021-12-01T3:40,553
FH21101006,Velocity,m/s,Good,2021-12-01T3:40,1
FH21101006,Temperature,oC,Good,2021-12-01T3:40,25
FH21101006,TVOC,ppm,Good,2021-12-01T3:40,31
FH21101005,Temperature,oC,Good,2021-12-01T3:40,27
FH21101005,Velocity,m/s,Good,2021-12-01T3:40,0
FH21101005,TVOC,ppm,Good,2021-12-01T3:40,32
FH21101005,Humidity,%,Good,2021-12-01T3:40,72
FH21101008,Temperature,oC,Good,2021-12-01T3:40,26
FH21101007,TVOC,ppm,Good,2021-12-01T3:40,59
FH21101007,Velocity,m/s,Good,2021-12-01T3:40,1
FH21101007,Temperature,oC,Good,2021-12-01T3:40,26
FH21101007,Humidity,%,Good,2021-12-01T3:40,74
FH21101007,pH,pH,Good,2021-12-01T3:40,7
FH21101006,Light,Lux,Good,2021-12-01T3:40,564
FH21101007,Light,Lux,Good,2021-12-01T3:40,434
FH21101008,Humidity,%,Good,2021-12-01T3:40,68
FH21101006,pH,pH,Good,2021-12-01T3:40,8
FH21101008,pH,pH,Good,2021-12-01T3:40,6
CA21101007-01,Light,Lux,Good,2021-12-01T3:40,451
FH21101008,TVOC,ppm,Good,2021-12-01T3:40,40
FH21101008,Velocity,m/s,Good,2021-12-01T3:40,1
CA21101007-01,pH,pH,Good,2021-12-01T3:40,8
CA21101007-01,Humidity,%,Good,2021-12-01T3:40,72
FH21101008,Light,Lux,Good,2021-12-01T3:40,310
CA21101007-01,Velocity,m/s,Good,2021-12-01T3:40,1
CA21101007-01,TVOC,ppm,Good,2021-12-01T3:40,56
CA21101007-01,Temperature,oC,Good,2021-12-01T3:40,27
CA21101008-02,Velocity,m/s,Good,2021-12-01T3:40,1
CA21101008-02,TVOC,ppm,Good,2021-12-01T3:40,51
CA21101009-03,Temperature,oC,Good,2021-12-01T3:40,25
CA21101009-03,TVOC,ppm,Good,2021-12-01T3:40,42
CA21101008-02,pH,pH,Good,2021-12-01T3:40,7
CA21101008-02,Humidity,%,Good,2021-12-01T3:40,73
CA21101008-02,Light,Lux,Good,2021-12-01T3:40,370
CA21101009-03,Velocity,m/s,Good,2021-12-01T3:40,0
CA21101008-02,Temperature,oC,Good,2021-12-01T3:40,26
CA21101009-03,Humidity,%,Good,2021-12-01T3:40,70
CA21101009-03,Light,Lux,Good,2021-12-01T3:40,448
CA21101010-04,Temperature,oC,Good,2021-12-01T3:40,26
CA21101009-03,pH,pH,Good,2021-12-01T3:40,7
CA21101010-04,Light,Lux,Good,2021-12-01T3:40,302
CA21101011-05,Temperature,oC,Good,2021-12-01T3:40,27
CA21101010-04,Velocity,m/s,Good,2021-12-01T3:40,1
CA21101010-04,pH,pH,Good,2021-12-01T3:40,7
CA21101010-04,Humidity,%,Good,2021-12-01T3:40,74
CA21101010-04,TVOC,ppm,Good,2021-12-01T3:40,60
CA21101011-05,Humidity,%,Good,2021-12-01T3:40,69
CA21101011-05,Light,Lux,Good,2021-12-01T3:40,489
CA21101012-06,Velocity,m/s,Good,2021-12-01T3:40,1
CA21101012-06,pH,pH,Good,2021-12-01T3:40,7
CA21101012-06,Light,Lux,Good,2021-12-01T3:40,379
CA21101012-06,Temperature,oC,Good,2021-12-01T3:40,25
CA21101011-05,TVOC,ppm,Good,2021-12-01T3:40,28
CA21101011-05,Velocity,m/s,Good,2021-12-01T3:40,0
CA21101012-06,Humidity,%,Good,2021-12-01T3:40,69
CA21101011-05,pH,pH,Good,2021-12-01T3:40,6
CA21101012-06,TVOC,ppm,Good,2021-12-01T3:40,54
FH21101005,pH,pH,Good,2021-12-01T3:45,6
FH21101006,TVOC,ppm,Good,2021-12-01T3:45,31
FH21101005,Light,Lux,Good,2021-12-01T3:45,570
FH21101005,Temperature,oC,Good,2021-12-01T3:45,27
FH21101005,Humidity,%,Good,2021-12-01T3:45,74
FH21101006,Humidity,%,Good,2021-12-01T3:45,71
FH21101005,TVOC,ppm,Good,2021-12-01T3:45,31
FH21101006,Velocity,m/s,Good,2021-12-01T3:45,0
FH21101005,Velocity,m/s,Good,2021-12-01T3:45,1
FH21101006,Temperature,oC,Good,2021-12-01T3:45,26
FH21101006,Light,Lux,Good,2021-12-01T3:45,395
FH21101007,Humidity,%,Good,2021-12-01T3:45,71
FH21101006,pH,pH,Good,2021-12-01T3:45,6
FH21101007,TVOC,ppm,Good,2021-12-01T3:45,53
FH21101008,Humidity,%,Good,2021-12-01T3:45,70
FH21101007,Light,Lux,Good,2021-12-01T3:45,302
FH21101007,Temperature,oC,Good,2021-12-01T3:45,26
FH21101007,Velocity,m/s,Good,2021-12-01T3:45,1
FH21101008,Temperature,oC,Good,2021-12-01T3:45,27
FH21101007,pH,pH,Good,2021-12-01T3:45,5
FH21101008,TVOC,ppm,Good,2021-12-01T3:45,26
CA21101007-01,TVOC,ppm,Good,2021-12-01T3:45,40
CA21101007-01,Velocity,m/s,Good,2021-12-01T3:45,1
CA21101007-01,pH,pH,Good,2021-12-01T3:45,7
FH21101008,Velocity,m/s,Good,2021-12-01T3:45,0
FH21101008,Light,Lux,Good,2021-12-01T3:45,301
CA21101007-01,Temperature,oC,Good,2021-12-01T3:45,26
CA21101007-01,Humidity,%,Good,2021-12-01T3:45,74
FH21101008,pH,pH,Good,2021-12-01T3:45,6
CA21101007-01,Light,Lux,Good,2021-12-01T3:45,581
CA21101008-02,Light,Lux,Good,2021-12-01T3:45,595
CA21101008-02,TVOC,ppm,Good,2021-12-01T3:45,34
CA21101008-02,Humidity,%,Good,2021-12-01T3:45,71
CA21101008-02,Velocity,m/s,Good,2021-12-01T3:45,1
CA21101009-03,TVOC,ppm,Good,2021-12-01T3:45,38
CA21101009-03,Temperature,oC,Good,2021-12-01T3:45,26
CA21101008-02,pH,pH,Good,2021-12-01T3:45,7
CA21101008-02,Temperature,oC,Good,2021-12-01T3:45,27
CA21101009-03,Humidity,%,Good,2021-12-01T3:45,73
CA21101009-03,Velocity,m/s,Good,2021-12-01T3:45,0
CA21101010-04,Light,Lux,Good,2021-12-01T3:45,452
CA21101010-04,TVOC,ppm,Good,2021-12-01T3:45,60
CA21101010-04,Humidity,%,Good,2021-12-01T3:45,72
CA21101010-04,Velocity,m/s,Good,2021-12-01T3:45,0
CA21101010-04,pH,pH,Good,2021-12-01T3:45,6
CA21101009-03,Light,Lux,Good,2021-12-01T3:45,426
CA21101010-04,Temperature,oC,Good,2021-12-01T3:45,27
CA21101011-05,Temperature,oC,Good,2021-12-01T3:45,26
CA21101012-06,TVOC,ppm,Good,2021-12-01T3:45,57
CA21101011-05,Humidity,%,Good,2021-12-01T3:45,73
CA21101009-03,pH,pH,Good,2021-12-01T3:45,5
CA21101012-06,Velocity,m/s,Good,2021-12-01T3:45,1
CA21101012-06,Temperature,oC,Good,2021-12-01T3:45,26
CA21101011-05,pH,pH,Good,2021-12-01T3:45,8
CA21101011-05,Light,Lux,Good,2021-12-01T3:45,445
CA21101011-05,Velocity,m/s,Good,2021-12-01T3:45,0
CA21101011-05,TVOC,ppm,Good,2021-12-01T3:45,43
CA21101012-06,Humidity,%,Good,2021-12-01T3:45,69
CA21101012-06,Light,Lux,Good,2021-12-01T3:45,305
CA21101012-06,pH,pH,Good,2021-12-01T3:45,6
FH21101005,Humidity,%,Good,2021-12-01T3:50,71
FH21101005,Light,Lux,Good,2021-12-01T3:50,472
FH21101005,Temperature,oC,Good,2021-12-01T3:50,25
FH21101005,TVOC,ppm,Good,2021-12-01T3:50,41
FH21101006,Temperature,oC,Good,2021-12-01T3:50,26
FH21101006,Humidity,%,Good,2021-12-01T3:50,74
FH21101005,Velocity,m/s,Good,2021-12-01T3:50,0
FH21101005,pH,pH,Good,2021-12-01T3:50,8
FH21101006,Velocity,m/s,Good,2021-12-01T3:50,0
FH21101006,TVOC,ppm,Good,2021-12-01T3:50,55
FH21101007,Humidity,%,Good,2021-12-01T3:50,73
FH21101007,Light,Lux,Good,2021-12-01T3:50,339
FH21101006,pH,pH,Good,2021-12-01T3:50,6
FH21101006,Light,Lux,Good,2021-12-01T3:50,596
FH21101007,Temperature,oC,Good,2021-12-01T3:50,26
FH21101008,Temperature,oC,Good,2021-12-01T3:50,27
FH21101007,pH,pH,Good,2021-12-01T3:50,7
FH21101007,TVOC,ppm,Good,2021-12-01T3:50,59
FH21101007,Velocity,m/s,Good,2021-12-01T3:50,1
FH21101008,Humidity,%,Good,2021-12-01T3:50,72
FH21101008,Light,Lux,Good,2021-12-01T3:50,486
FH21101008,pH,pH,Good,2021-12-01T3:50,8
CA21101007-01,Humidity,%,Good,2021-12-01T3:50,74
CA21101007-01,Velocity,m/s,Good,2021-12-01T3:50,0
FH21101008,TVOC,ppm,Good,2021-12-01T3:50,31
CA21101007-01,Temperature,oC,Good,2021-12-01T3:50,25
CA21101007-01,TVOC,ppm,Good,2021-12-01T3:50,45
CA21101007-01,pH,pH,Good,2021-12-01T3:50,8
FH21101008,Velocity,m/s,Good,2021-12-01T3:50,1
CA21101007-01,Light,Lux,Good,2021-12-01T3:50,565
CA21101008-02,TVOC,ppm,Good,2021-12-01T3:50,28
CA21101008-02,Velocity,m/s,Good,2021-12-01T3:50,0
CA21101008-02,Temperature,oC,Good,2021-12-01T3:50,25
CA21101009-03,Humidity,%,Good,2021-12-01T3:50,75
CA21101008-02,pH,pH,Good,2021-12-01T3:50,5
CA21101009-03,Temperature,oC,Good,2021-12-01T3:50,27
CA21101008-02,Humidity,%,Good,2021-12-01T3:50,71
CA21101008-02,Light,Lux,Good,2021-12-01T3:50,308
CA21101009-03,TVOC,ppm,Good,2021-12-01T3:50,46
CA21101009-03,Velocity,m/s,Good,2021-12-01T3:50,1
CA21101010-04,Velocity,m/s,Good,2021-12-01T3:50,0
CA21101010-04,Temperature,oC,Good,2021-12-01T3:50,26
CA21101010-04,Light,Lux,Good,2021-12-01T3:50,317
CA21101010-04,TVOC,ppm,Good,2021-12-01T3:50,32
CA21101010-04,pH,pH,Good,2021-12-01T3:50,5
CA21101009-03,pH,pH,Good,2021-12-01T3:50,6
CA21101010-04,Humidity,%,Good,2021-12-01T3:50,70
CA21101009-03,Light,Lux,Good,2021-12-01T3:50,459
CA21101011-05,Temperature,oC,Good,2021-12-01T3:50,27
CA21101011-05,Humidity,%,Good,2021-12-01T3:50,69
CA21101012-06,Humidity,%,Good,2021-12-01T3:50,72
CA21101011-05,TVOC,ppm,Good,2021-12-01T3:50,50
CA21101012-06,TVOC,ppm,Good,2021-12-01T3:50,33
CA21101011-05,Light,Lux,Good,2021-12-01T3:50,569
CA21101011-05,Velocity,m/s,Good,2021-12-01T3:50,1
CA21101012-06,Temperature,oC,Good,2021-12-01T3:50,26
CA21101011-05,pH,pH,Good,2021-12-01T3:50,7
CA21101012-06,pH,pH,Good,2021-12-01T3:50,5
CA21101012-06,Velocity,m/s,Good,2021-12-01T3:50,1
CA21101012-06,Light,Lux,Good,2021-12-01T3:50,365
FH21101005,Temperature,oC,Good,2021-12-01T3:55,26
FH21101006,Velocity,m/s,Good,2021-12-01T3:55,0
FH21101006,Temperature,oC,Good,2021-12-01T3:55,26
FH21101006,Humidity,%,Good,2021-12-01T3:55,68
FH21101005,Light,Lux,Good,2021-12-01T3:55,599
FH21101005,pH,pH,Good,2021-12-01T3:55,5
FH21101005,Velocity,m/s,Good,2021-12-01T3:55,0
FH21101005,Humidity,%,Good,2021-12-01T3:55,74
FH21101005,TVOC,ppm,Good,2021-12-01T3:55,33
FH21101006,TVOC,ppm,Good,2021-12-01T3:55,39
FH21101007,pH,pH,Good,2021-12-01T3:55,7
FH21101008,Humidity,%,Good,2021-12-01T3:55,75
FH21101007,Temperature,oC,Good,2021-12-01T3:55,26
FH21101007,Humidity,%,Good,2021-12-01T3:55,70
FH21101007,Velocity,m/s,Good,2021-12-01T3:55,1
FH21101008,Temperature,oC,Good,2021-12-01T3:55,25
FH21101006,pH,pH,Good,2021-12-01T3:55,7
FH21101006,Light,Lux,Good,2021-12-01T3:55,590
FH21101007,Light,Lux,Good,2021-12-01T3:55,447
FH21101007,TVOC,ppm,Good,2021-12-01T3:55,25
CA21101007-01,Velocity,m/s,Good,2021-12-01T3:55,1
CA21101007-01,pH,pH,Good,2021-12-01T3:55,8
FH21101008,TVOC,ppm,Good,2021-12-01T3:55,53
FH21101008,Velocity,m/s,Good,2021-12-01T3:55,1
FH21101008,pH,pH,Good,2021-12-01T3:55,7
CA21101007-01,TVOC,ppm,Good,2021-12-01T3:55,43
CA21101007-01,Temperature,oC,Good,2021-12-01T3:55,26
FH21101008,Light,Lux,Good,2021-12-01T3:55,540
CA21101007-01,Light,Lux,Good,2021-12-01T3:55,562
CA21101007-01,Humidity,%,Good,2021-12-01T3:55,70
CA21101009-03,TVOC,ppm,Good,2021-12-01T3:55,58
CA21101009-03,Humidity,%,Good,2021-12-01T3:55,69
CA21101008-02,Velocity,m/s,Good,2021-12-01T3:55,1
CA21101009-03,Temperature,oC,Good,2021-12-01T3:55,27
CA21101008-02,TVOC,ppm,Good,2021-12-01T3:55,61
CA21101008-02,pH,pH,Good,2021-12-01T3:55,7
CA21101009-03,Velocity,m/s,Good,2021-12-01T3:55,0
CA21101008-02,Temperature,oC,Good,2021-12-01T3:55,26
CA21101008-02,Humidity,%,Good,2021-12-01T3:55,70
CA21101008-02,Light,Lux,Good,2021-12-01T3:55,386
CA21101010-04,Temperature,oC,Good,2021-12-01T3:55,26
CA21101010-04,TVOC,ppm,Good,2021-12-01T3:55,40
CA21101010-04,pH,pH,Good,2021-12-01T3:55,6
CA21101009-03,Light,Lux,Good,2021-12-01T3:55,569
CA21101010-04,Velocity,m/s,Good,2021-12-01T3:55,1
CA21101009-03,pH,pH,Good,2021-12-01T3:55,6
CA21101010-04,Light,Lux,Good,2021-12-01T3:55,581
CA21101011-05,Temperature,oC,Good,2021-12-01T3:55,25
CA21101010-04,Humidity,%,Good,2021-12-01T3:55,69
CA21101011-05,Humidity,%,Good,2021-12-01T3:55,71
CA21101011-05,TVOC,ppm,Good,2021-12-01T3:55,48
CA21101012-06,Humidity,%,Good,2021-12-01T3:55,71
CA21101011-05,pH,pH,Good,2021-12-01T3:55,6
CA21101011-05,Velocity,m/s,Good,2021-12-01T3:55,0
CA21101012-06,Light,Lux,Good,2021-12-01T3:55,435
CA21101012-06,pH,pH,Good,2021-12-01T3:55,8
CA21101011-05,Light,Lux,Good,2021-12-01T3:55,466
CA21101012-06,TVOC,ppm,Good,2021-12-01T3:55,37
CA21101012-06,Velocity,m/s,Good,2021-12-01T3:55,0
CA21101012-06,Temperature,oC,Good,2021-12-01T3:55,25
FH21101005,Velocity,m/s,Good,2021-12-01T4:00,0
FH21101005,pH,pH,Good,2021-12-01T4:00,5
FH21101006,Velocity,m/s,Good,2021-12-01T4:00,0
FH21101006,Temperature,oC,Good,2021-12-01T4:00,25
FH21101005,TVOC,ppm,Good,2021-12-01T4:00,51
FH21101005,Temperature,oC,Good,2021-12-01T4:00,26
FH21101005,Humidity,%,Good,2021-12-01T4:00,73
FH21101006,Humidity,%,Good,2021-12-01T4:00,68
FH21101005,Light,Lux,Good,2021-12-01T4:00,448
FH21101006,TVOC,ppm,Good,2021-12-01T4:00,31
FH21101007,pH,pH,Good,2021-12-01T4:00,8
FH21101007,Light,Lux,Good,2021-12-01T4:00,435
FH21101007,Humidity,%,Good,2021-12-01T4:00,72
FH21101007,TVOC,ppm,Good,2021-12-01T4:00,46
FH21101006,pH,pH,Good,2021-12-01T4:00,7
FH21101006,Light,Lux,Good,2021-12-01T4:00,339
FH21101008,Temperature,oC,Good,2021-12-01T4:00,26
FH21101007,Temperature,oC,Good,2021-12-01T4:00,27
FH21101007,Velocity,m/s,Good,2021-12-01T4:00,1
FH21101008,Humidity,%,Good,2021-12-01T4:00,70
CA21101007-01,TVOC,ppm,Good,2021-12-01T4:00,45
FH21101008,Velocity,m/s,Good,2021-12-01T4:00,0
CA21101007-01,Velocity,m/s,Good,2021-12-01T4:00,0
FH21101008,Light,Lux,Good,2021-12-01T4:00,426
FH21101008,pH,pH,Good,2021-12-01T4:00,7
CA21101007-01,Temperature,oC,Good,2021-12-01T4:00,26
CA21101007-01,Humidity,%,Good,2021-12-01T4:00,74
CA21101007-01,pH,pH,Good,2021-12-01T4:00,7
FH21101008,TVOC,ppm,Good,2021-12-01T4:00,49
CA21101007-01,Light,Lux,Good,2021-12-01T4:00,403
CA21101008-02,Velocity,m/s,Good,2021-12-01T4:00,0
CA21101008-02,pH,pH,Good,2021-12-01T4:00,6
CA21101009-03,Temperature,oC,Good,2021-12-01T4:00,26
CA21101008-02,TVOC,ppm,Good,2021-12-01T4:00,57
CA21101009-03,TVOC,ppm,Good,2021-12-01T4:00,39
CA21101008-02,Temperature,oC,Good,2021-12-01T4:00,25
CA21101008-02,Light,Lux,Good,2021-12-01T4:00,582
CA21101009-03,Velocity,m/s,Good,2021-12-01T4:00,1
CA21101008-02,Humidity,%,Good,2021-12-01T4:00,71
CA21101009-03,Humidity,%,Good,2021-12-01T4:00,71
CA21101010-04,Velocity,m/s,Good,2021-12-01T4:00,1
CA21101010-04,Light,Lux,Good,2021-12-01T4:00,517
CA21101010-04,Humidity,%,Good,2021-12-01T4:00,70
CA21101009-03,pH,pH,Good,2021-12-01T4:00,7
CA21101010-04,pH,pH,Good,2021-12-01T4:00,6
CA21101011-05,Temperature,oC,Good,2021-12-01T4:00,26
CA21101009-03,Light,Lux,Good,2021-12-01T4:00,568
CA21101010-04,Temperature,oC,Good,2021-12-01T4:00,27
CA21101010-04,TVOC,ppm,Good,2021-12-01T4:00,37
CA21101011-05,Humidity,%,Good,2021-12-01T4:00,71
CA21101012-06,Light,Lux,Good,2021-12-01T4:00,529
CA21101012-06,Temperature,oC,Good,2021-12-01T4:00,27
CA21101011-05,pH,pH,Good,2021-12-01T4:00,7
CA21101011-05,TVOC,ppm,Good,2021-12-01T4:00,49
CA21101011-05,Light,Lux,Good,2021-12-01T4:00,383
CA21101012-06,TVOC,ppm,Good,2021-12-01T4:00,33
CA21101012-06,Velocity,m/s,Good,2021-12-01T4:00,0
CA21101011-05,Velocity,m/s,Good,2021-12-01T4:00,1
CA21101012-06,Humidity,%,Good,2021-12-01T4:00,71
CA21101012-06,pH,pH,Good,2021-12-01T4:00,5
FH21101005,TVOC,ppm,Good,2021-12-01T4:05,34
FH21101006,TVOC,ppm,Good,2021-12-01T4:05,49
FH21101005,pH,pH,Good,2021-12-01T4:05,6
FH21101005,Light,Lux,Good,2021-12-01T4:05,384
FH21101005,Temperature,oC,Good,2021-12-01T4:05,25
FH21101006,Temperature,oC,Good,2021-12-01T4:05,26
FH21101005,Velocity,m/s,Good,2021-12-01T4:05,1
FH21101006,Velocity,m/s,Good,2021-12-01T4:05,0
FH21101006,Humidity,%,Good,2021-12-01T4:05,72
FH21101005,Humidity,%,Good,2021-12-01T4:05,72
FH21101007,Temperature,oC,Good,2021-12-01T4:05,26
FH21101006,pH,pH,Good,2021-12-01T4:05,7
FH21101008,Humidity,%,Good,2021-12-01T4:05,70
FH21101007,pH,pH,Good,2021-12-01T4:05,8
FH21101007,TVOC,ppm,Good,2021-12-01T4:05,38
FH21101007,Velocity,m/s,Good,2021-12-01T4:05,0
FH21101006,Light,Lux,Good,2021-12-01T4:05,591
FH21101008,Temperature,oC,Good,2021-12-01T4:05,26
FH21101007,Humidity,%,Good,2021-12-01T4:05,69
